ValueMeaning	LabelValueMeaning	DataElementConcept	dataelementconcept_lower
ICDO3:C31.0	Maxillary sinus	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C31.0	Maxillary sinus	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C31.0	Maxillary sinus	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C31.1	Ethmoid sinus	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C31.1	Ethmoid sinus	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C31.1	Ethmoid sinus	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C31.2	Frontal sinus	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C31.2	Frontal sinus	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C31.2	Frontal sinus	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C31.3	Sphenoid sinus	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C31.3	Sphenoid sinus	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C31.3	Sphenoid sinus	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C31.8	Overlapping lesion of accessory sinuses	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C31.8	Overlapping lesion of accessory sinuses	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C31.8	Overlapping lesion of accessory sinuses	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C31.9	Accessory sinus, NOS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C31.9	Accessory sinus, NOS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C31.9	Accessory sinus, NOS	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C32	LARYNX	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C32	LARYNX	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C32	LARYNX	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C32.0	Glottis	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C32.0	Glottis	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C32.0	Glottis	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C32.1	Supraglottis	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C32.1	Supraglottis	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C32.1	Supraglottis	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C32.2	Subglottis	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C32.2	Subglottis	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C32.2	Subglottis	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C32.3	Laryngeal cartilage	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C32.3	Laryngeal cartilage	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C32.3	Laryngeal cartilage	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C32.8	Overlapping lesion of larynx	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C32.8	Overlapping lesion of larynx	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C32.8	Overlapping lesion of larynx	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C32.9	Larynx, NOS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C32.9	Larynx, NOS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C32.9	Larynx, NOS	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C33	TRACHEA	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C33	TRACHEA	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C33	TRACHEA	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C33.9	Trachea	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C33.9	Trachea	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C33.9	Trachea	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C34	BRONCHUS AND LUNG	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C34	BRONCHUS AND LUNG	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C34	BRONCHUS AND LUNG	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C34.0	Main bronchus	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C34.0	Main bronchus	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C34.0	Main bronchus	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C34.1	Upper lobe, lung	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C34.1	Upper lobe, lung	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C34.1	Upper lobe, lung	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C34.2	Middle lobe, lung	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C34.2	Middle lobe, lung	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C34.2	Middle lobe, lung	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C34.3	Lower lobe, lung	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C34.3	Lower lobe, lung	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C34.3	Lower lobe, lung	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C34.8	Overlapping lesion of lung	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C34.8	Overlapping lesion of lung	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C34.8	Overlapping lesion of lung	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C34.9	Lung, NOS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C34.9	Lung, NOS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C34.9	Lung, NOS	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C37	THYMUS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C37	THYMUS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C37	THYMUS	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C37.9	Thymus	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C37.9	Thymus	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C37.9	Thymus	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C38	HEART, MEDIASTINUM, AND PLEURA	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C38	HEART, MEDIASTINUM, AND PLEURA	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C38	HEART, MEDIASTINUM, AND PLEURA	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C38.0	Heart	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C38.0	Heart	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C38.0	Heart	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C38.1	Anterior mediastinum	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C38.1	Anterior mediastinum	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C38.1	Anterior mediastinum	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C38.2	Posterior mediastinum	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C38.2	Posterior mediastinum	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C38.2	Posterior mediastinum	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C38.3	Mediastinum, NOS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C38.3	Mediastinum, NOS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C38.3	Mediastinum, NOS	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C38.4	Pleura, NOS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C38.4	Pleura, NOS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C38.4	Pleura, NOS	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C38.8	Overlapping lesion of heart, mediastinum and pleura	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C38.8	Overlapping lesion of heart, mediastinum and pleura	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C38.8	Overlapping lesion of heart, mediastinum and pleura	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C39	OTHER AND ILL-DEFINED SITES WITHIN RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C39	OTHER AND ILL-DEFINED SITES WITHIN RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C39	OTHER AND ILL-DEFINED SITES WITHIN RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C39.0	Upper respiratory tract, NOS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C39.0	Upper respiratory tract, NOS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C39.0	Upper respiratory tract, NOS	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C39.8	Overlapping lesion of respiratory system and intrathoracic organs	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C39.8	Overlapping lesion of respiratory system and intrathoracic organs	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C39.8	Overlapping lesion of respiratory system and intrathoracic organs	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C39.9	Ill-defined sites within respiratory system	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C39.9	Ill-defined sites within respiratory system	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C39.9	Ill-defined sites within respiratory system	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C40	BONES, JOINTS AND ARTICULAR CARTILAGE OF LIMBS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C40	BONES, JOINTS AND ARTICULAR CARTILAGE OF LIMBS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C40	BONES, JOINTS AND ARTICULAR CARTILAGE OF LIMBS	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C40.0	Long bones of upper limb, scapula and associated joints	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C40.0	Long bones of upper limb, scapula and associated joints	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C40.0	Long bones of upper limb, scapula and associated joints	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C40.1	Short bones of upper limb and associated joints	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C40.1	Short bones of upper limb and associated joints	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C40.1	Short bones of upper limb and associated joints	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C40.2	Long bones of lower limb and associated joints	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C40.2	Long bones of lower limb and associated joints	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C40.2	Long bones of lower limb and associated joints	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C40.3	Short bones of lower limb and associated joints	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C40.3	Short bones of lower limb and associated joints	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C40.3	Short bones of lower limb and associated joints	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C40.8	Overlapping lesion of bones, joints and articular cartilage of limbs	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C40.8	Overlapping lesion of bones, joints and articular cartilage of limbs	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C40.8	Overlapping lesion of bones, joints and articular cartilage of limbs	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C40.9	Bone of limb, NOS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C40.9	Bone of limb, NOS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C40.9	Bone of limb, NOS	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C41	BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C41	BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C41	BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C41.0	Bones of skull and face and associated joints	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C41.0	Bones of skull and face and associated joints	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C41.0	Bones of skull and face and associated joints	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C41.1	Mandible	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C41.1	Mandible	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C41.1	Mandible	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C41.2	Vertebral column	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C41.2	Vertebral column	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C41.2	Vertebral column	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C41.3	Rib, sternum, clavicle and associated joints	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C41.3	Rib, sternum, clavicle and associated joints	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C41.3	Rib, sternum, clavicle and associated joints	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C41.4	Pelvic bones, sacrum, coccyx and associated joints	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C41.4	Pelvic bones, sacrum, coccyx and associated joints	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C41.4	Pelvic bones, sacrum, coccyx and associated joints	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C41.8	Overlapping lesion of bones, joints and articular cartilage	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C41.8	Overlapping lesion of bones, joints and articular cartilage	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C41.8	Overlapping lesion of bones, joints and articular cartilage	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C41.9	Bone, NOS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C41.9	Bone, NOS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C41.9	Bone, NOS	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C42	HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C42	HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C42	HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C42.0	Blood	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C42.0	Blood	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C42.0	Blood	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C42.1	Bone marrow	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C42.1	Bone marrow	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C42.1	Bone marrow	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C42.2	Spleen	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C42.2	Spleen	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C42.2	Spleen	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C42.3	Reticuloendothelial system,NOS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C42.3	Reticuloendothelial system,NOS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C42.3	Reticuloendothelial system,NOS	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C42.4	Hematopoietic system, NOS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C42.4	Hematopoietic system, NOS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C42.4	Hematopoietic system, NOS	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C44	SKIN	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C44	SKIN	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C44	SKIN	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C44.0	Skin of lip, NOS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C44.0	Skin of lip, NOS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
